princeps,interacted_with,verdict
LURASIDONE,MILLEPERTUIS,CONTRE-INDICATION
LURASIDONE,PAMPLEMOUSSE (JUS ET FRUIT),Association DECONSEILLEE
MACITENTAN,INDUCTEURS ENZYMATIQUES,Association DECONSEILLEE
MACITENTAN,MILLEPERTUIS,Association DECONSEILLEE
MACROLIDES (SAUF SPIRAMYCINE),ALCALOÏDES DE L'ERGOT DE SEIGLE DOPAMINERGIQUES,Association DECONSEILLEE
MACROLIDES (SAUF SPIRAMYCINE),ANTIVITAMINES K,Précaution d'emploi
MACROLIDES (SAUF SPIRAMYCINE),COLCHICINE,CONTRE-INDICATION
MACROLIDES (SAUF SPIRAMYCINE),DIHYDROERGOTAMINE,CONTRE-INDICATION
MACROLIDES (SAUF SPIRAMYCINE),ERGOTAMINE,CONTRE-INDICATION
MANNITOL,LITHIUM,Précaution d'emploi
MARAVIROC,FOSAMPRENAVIR,Association DECONSEILLEE
MARAVIROC,INDUCTEURS ENZYMATIQUES,Précaution d'emploi
MARAVIROC,INHIBITEURS PUISSANTS DU CYP3A4,Précaution d'emploi
MARAVIROC,MILLEPERTUIS,Association DECONSEILLEE
MÉDICAMENTS À L'ORIGINE D'UN SYNDROME SÉROTONINERGIQUE,AUTRES MÉDICAMENTS À L'ORIGINE D'UN SYNDROME SÉROTONINERGIQUE,A prendre en compte
MÉDICAMENTS À L'ORIGINE D'UNE HYPOTENSION ORTHOSTATIQUE,DAPOXÉTINE,ASDEC - APECA prendre en compte
MÉDICAMENTS À L'ORIGINE D'UNE HYPOTENSION ORTHOSTATIQUE,MÉDICAMENTS ABAISSANT LA PRESSION ARTÉRIELLE,A prendre en compte
MÉDICAMENTS À RISQUE LORS DU SEVRAGE TABAGIQUE,TRAITEMENTS DE SUBSTITUTION NICOTINIQUE,A prendre en compte
MÉDICAMENTS ABAISSANT LA PRESSION ARTÉRIELLE,MÉDICAMENTS À L'ORIGINE D'UNE HYPOTENSION ORTHOSTATIQUE,A prendre en compte
MÉDICAMENTS ABAISSANT LE SEUIL ÉPILEPTOGÈNE,AUTRES MÉDICAMENTS ABAISSANT LE SEUIL ÉPILEPTOGÈNE,A prendre en compte
MÉDICAMENTS ATROPINIQUES,AUTRES MÉDICAMENTS ATROPINIQUES,A prendre en compte
MÉDICAMENTS ATROPINIQUES,ANTICHOLINESTÉRASIQUES,A prendre en compte
MÉDICAMENTS ATROPINIQUES,MORPHINIQUES,A prendre en compte
MÉDICAMENTS MÉTHÉMOGLOBINISANTS,AUTRES MÉDICAMENTS MÉTHÉMOGLOBINISANTS,A prendre en compte
MÉDICAMENTS MIXTES ADRÉNERGIQUES-SÉROTONINERGIQUES,ACIDE ACETYLSALICYLIQUE,A prendre en compte
MÉDICAMENTS MIXTES ADRÉNERGIQUES-SÉROTONINERGIQUES,ADRÉNALINE (VOIE BUCCO-DENTAIRE OU SOUS-CUTANÉE),Précaution d'emploi
MÉDICAMENTS MIXTES ADRÉNERGIQUES-SÉROTONINERGIQUES,ANTIAGRÉGANTS PLAQUETTAIRES,A prendre en compte
MÉDICAMENTS MIXTES ADRÉNERGIQUES-SÉROTONINERGIQUES,ANTICOAGULANTS ORAUX,A prendre en compte
MÉDICAMENTS MIXTES ADRÉNERGIQUES-SÉROTONINERGIQUES,ANTI-INFLAMMATOIRES NON STÉROÏDIENS,A prendre en compte
MÉDICAMENTS MIXTES ADRÉNERGIQUES-SÉROTONINERGIQUES,COBIMÉTINIB,Précaution d'emploi
MÉDICAMENTS MIXTES ADRÉNERGIQUES-SÉROTONINERGIQUES,IMAO IRRÉVERSIBLES,CONTRE-INDICATION
MÉDICAMENTS MIXTES ADRÉNERGIQUES-SÉROTONINERGIQUES,"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",Association DECONSEILLEE
MÉDICAMENTS MIXTES ADRÉNERGIQUES-SÉROTONINERGIQUES,ORLISTAT,A prendre en compte
MÉDICAMENTS MIXTES ADRÉNERGIQUES-SÉROTONINERGIQUES,SYMPATHOMIMÉTIQUES ALPHA ET BÊTA (VOIE IM ET IV),Association DECONSEILLEE
MÉDICAMENTS NÉPHROTOXIQUES,AUTRES MÉDICAMENTS NÉPHROTOXIQUES,A prendre en compte
MÉDICAMENTS OTOTOXIQUES,AUTRES MÉDICAMENTS OTOTOXIQUES,A prendre en compte
MÉDICAMENTS SÉDATIFS,AUTRES MÉDICAMENTS SÉDATIFS,ASDEC - APEC
MÉDICAMENTS SÉDATIFS,ALCOOL (BOISSON OU EXCIPIENT),Association DECONSEILLEE
"MÉDICAMENTS, BRADYKININE ET ANGIO-ŒDÈME",AUTRES MEDICAMENTS À RISQUE D'ANGIO-ŒDÈME,CIASDEC
MEFLOQUINE,QUININE,Association DECONSEILLEE
MEQUITAZINE,BUPROPION,Association DECONSEILLEE
MEQUITAZINE,CINACALCET,Association DECONSEILLEE
MEQUITAZINE,DULOXETINE,Association DECONSEILLEE
MEQUITAZINE,FLUOXETINE,Association DECONSEILLEE
MEQUITAZINE,PAROXETINE,Association DECONSEILLEE
MEQUITAZINE,TERBINAFINE,Association DECONSEILLEE
METFORMINE,ALCOOL (BOISSON OU EXCIPIENT),Association DECONSEILLEE
METFORMINE,DIURÉTIQUES DE L'ANSE,Précaution d'emploi
METFORMINE,DOLUTÉGRAVIR,Précaution d'emploi
METFORMINE,PRODUITS DE CONTRASTE IODÉS,CONTRE-INDICATION
METFORMINE,RIFAMPICINE,A prendre en compte
METHADONE,ANTITUSSIFS MORPHINE-LIKE,A prendre en compte
METHADONE,ANTITUSSIFS MORPHINIQUES VRAIS,A prendre en compte
METHADONE,APALUTAMIDE,Association DECONSEILLEE
METHADONE,CIMETIDINE,Précaution d'emploi
METHADONE,FLUVOXAMINE,Précaution d'emploi
METHADONE,INDUCTEURS ENZYMATIQUES,Précaution d'emploi
METHADONE,INHIBITEURS DE PROTÉASES BOOSTÉS PAR RITONAVIR,Précaution d'emploi
METHADONE,MILLEPERTUIS,CONTRE-INDICATION
METHADONE,MORPHINIQUES AGONISTES-ANTAGONISTES,CONTRE-INDICATION
METHADONE,QUETIAPINE,A prendre en compte
METHADONE,SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,CIASDEC
METHENAMINE,SULFAMETHIZOL,Association DECONSEILLEE
METHOTREXATE,ACIDE ACETYLSALICYLIQUE,CI - PE
METHOTREXATE,ACITRETINE,CONTRE-INDICATION
METHOTREXATE,ANTI-INFLAMMATOIRES NON STÉROÏDIENS,ASDEC - PE
METHOTREXATE,ANTISÉCRÉTOIRES INHIBITEURS DE LA POMPE À PROTONS,ASDEC - APEC
METHOTREXATE,CICLOSPORINE,Précaution d'emploi
METHOTREXATE,CIPROFLOXACINE,Association DECONSEILLEE
METHOTREXATE,PÉNICILLINES,Association DECONSEILLEE
METHOTREXATE,PONATINIB,Précaution d'emploi
METHOTREXATE,PROBENECIDE,CONTRE-INDICATION
METHOTREXATE,SULFAMIDES ANTIBACTÉRIENS,Précaution d'emploi
METHOTREXATE,TÉDIZOLIDE,Association DECONSEILLEE
METHOTREXATE,TRIMETHOPRIME,CONTRE-INDICATION
METHYLDOPA,FER,Précaution d'emploi
METHYLDOPA,LEVODOPA,Précaution d'emploi
METHYLDOPA,LITHIUM,Précaution d'emploi
MÉTHYLERGOMÉTRINE,SULPROSTONE,CONTRE-INDICATION
METHYLPREDNISOLONE,ANTIVITAMINES K,Précaution d'emploi
METHYLPREDNISOLONE,CICLOSPORINE,A prendre en compte
METOPROLOL,ABIRATERONE,Précaution d'emploi
METOPROLOL,BUPROPION,Précaution d'emploi
METOPROLOL,CIMETIDINE,Précaution d'emploi
METOPROLOL,CINACALCET,Précaution d'emploi
METOPROLOL,DARIFENACINE,Précaution d'emploi
METOPROLOL,DULOXETINE,Précaution d'emploi
METOPROLOL,FLUOXETINE,Précaution d'emploi
METOPROLOL,HYDROXYCHLOROQUINE,Précaution d'emploi
METOPROLOL,MIRABÉGRON,Précaution d'emploi
METOPROLOL,PAROXETINE,Précaution d'emploi
METOPROLOL,"PHÉNOBARBITAL (ET, PAR EXTRAPOLATION, PRIMIDONE)",A prendre en compte
METOPROLOL,RIFAMPICINE,A prendre en compte
METOPROLOL,ROLAPITANT,Précaution d'emploi
METOPROLOL,TERBINAFINE,Précaution d'emploi
METRONIDAZOLE,ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES,Précaution d'emploi
METRONIDAZOLE,BUSULFAN,Association DECONSEILLEE
METRONIDAZOLE,DISULFIRAME,Association DECONSEILLEE
METRONIDAZOLE,"FLUOROURACILE (ET, PAR EXTRAPOLATION, AUTRES FLUOROPYRIMIDINES)",A prendre en compte
METRONIDAZOLE,LITHIUM,Précaution d'emploi
METRONIDAZOLE,RIFAMPICINE,Précaution d'emploi
METYRAPONE,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",Précaution d'emploi
MEXILETINE,BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,CONTRE-INDICATION
MEXILETINE,CAFEINE,A prendre en compte
MEXILETINE,FLUVOXAMINE,Précaution d'emploi
MEXILETINE,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",Précaution d'emploi
MEXILETINE,"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",Précaution d'emploi
MIANSERINE,INDUCTEURS ENZYMATIQUES,Association DECONSEILLEE
MICONAZOLE,ANTIVITAMINES K,CONTRE-INDICATION
MICONAZOLE,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",Précaution d'emploi
MICONAZOLE,SULFAMIDES HYPOGLYCÉMIANTS,CONTRE-INDICATION
MIDAZOLAM,ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES,A prendre en compte
MIDAZOLAM,DILTIAZEM,Précaution d'emploi
MIDAZOLAM,FLUCONAZOLE,Précaution d'emploi
MIDAZOLAM,INHIBITEURS PUISSANTS DU CYP3A4,ASDEC - PE
MIDAZOLAM,MILLEPERTUIS,A prendre en compte
MIDAZOLAM,OMBITASVIR  PARITAPRÉVIR,CONTRE-INDICATION
MIDAZOLAM,RIFAMPICINE,Association DECONSEILLEE
MIDAZOLAM,ROXITHROMYCINE,A prendre en compte
MIDAZOLAM,STIRIPENTOL,Précaution d'emploi
MIDAZOLAM,VERAPAMIL,Précaution d'emploi
MIDECAMYCINE,CICLOSPORINE,Précaution d'emploi
MIDODRINE,DIGOXINE,Association DECONSEILLEE
MIDODRINE,IMAO IRRÉVERSIBLES,CONTRE-INDICATION
MIDOSTAURINE,INDUCTEURS ENZYMATIQUES,CONTRE-INDICATION
MIDOSTAURINE,INHIBITEURS PUISSANTS DU CYP3A4,Association DECONSEILLEE
MIDOSTAURINE,MILLEPERTUIS,CONTRE-INDICATION
MIFAMURTIDE,ANTI-INFLAMMATOIRES NON STÉROÏDIENS,CONTRE-INDICATION
MIFAMURTIDE,CICLOSPORINE,CONTRE-INDICATION
MIFAMURTIDE,CORTICOÏDES,Association DECONSEILLEE
MIFAMURTIDE,TACROLIMUS,CONTRE-INDICATION
MILLEPERTUIS,ANTICONVULSIVANTS MÉTABOLISÉS,CONTRE-INDICATION
MILLEPERTUIS,ANTISÉCRÉTOIRES INHIBITEURS DE LA POMPE À PROTONS,A prendre en compte
MILLEPERTUIS,ANTIVITAMINES K,CONTRE-INDICATION
MILLEPERTUIS,BÉDAQUILINE,Association DECONSEILLEE
MILLEPERTUIS,BICTÉGRAVIR,CONTRE-INDICATION
MILLEPERTUIS,BUSPIRONE,CONTRE-INDICATION
MILLEPERTUIS,CARBAMAZEPINE,Association DECONSEILLEE
MILLEPERTUIS,CLOZAPINE,CONTRE-INDICATION
MILLEPERTUIS,COBICISTAT,CONTRE-INDICATION
MILLEPERTUIS,CYCLOPHOSPHAMIDE,CONTRE-INDICATION
MILLEPERTUIS,CYPROTERONE,CONTRE-INDICATION
MILLEPERTUIS,DASABUVIR,CONTRE-INDICATION
MILLEPERTUIS,DIGOXINE,CONTRE-INDICATION
MILLEPERTUIS,DOCETAXEL,CONTRE-INDICATION
MILLEPERTUIS,DOLUTÉGRAVIR,Association DECONSEILLEE
MILLEPERTUIS,DRONEDARONE,Association DECONSEILLEE
MILLEPERTUIS,EFAVIRENZ,CONTRE-INDICATION
MILLEPERTUIS,ESTROPROGESTATIFS CONTRACEPTIFS,CONTRE-INDICATION
MILLEPERTUIS,ETOPOSIDE,CONTRE-INDICATION
MILLEPERTUIS,FEXOFENADINE,CONTRE-INDICATION
MILLEPERTUIS,GLÉCAPRÉVIR  PIBRENTASVIR,CONTRE-INDICATION
MILLEPERTUIS,HORMONES THYROÏDIENNES,Association DECONSEILLEE
MILLEPERTUIS,IDÉLALISIB,Association DECONSEILLEE
MILLEPERTUIS,IMAO IRRÉVERSIBLES,Précaution d'emploi
MILLEPERTUIS,"IMAO-A RÉVERSIBLES, Y COMPRIS OXAZOLIDINONES ET BLEU DE MÉTHYLÈNE",Précaution d'emploi
MILLEPERTUIS,IMMUNOSUPPRESSEURS,CONTRE-INDICATION
MILLEPERTUIS,INHIBITEURS DE LA 5-ALPHA REDUCTASE,CONTRE-INDICATION
MILLEPERTUIS,INHIBITEURS DE PROTÉASES BOOSTÉS PAR RITONAVIR,CONTRE-INDICATION
MILLEPERTUIS,INHIBITEURS DES TYROSINE KINASES MÉTABOLISÉS,CONTRE-INDICATION
MILLEPERTUIS,INHIBITEURS SÉLECTIFS DE LA RECAPTURE DE LA SÉROTONINE,Précaution d'emploi
MILLEPERTUIS,IRINOTECAN,CONTRE-INDICATION
MILLEPERTUIS,ISAVUCONAZOLE,CONTRE-INDICATION
MILLEPERTUIS,ITRACONAZOLE,CONTRE-INDICATION
MILLEPERTUIS,IVABRADINE,Association DECONSEILLEE
MILLEPERTUIS,LÉDIPASVIR,CONTRE-INDICATION
MILLEPERTUIS,LOMITAPIDE,Association DECONSEILLEE
MILLEPERTUIS,LURASIDONE,CONTRE-INDICATION
MILLEPERTUIS,MACITENTAN,Association DECONSEILLEE
MILLEPERTUIS,MARAVIROC,Association DECONSEILLEE
MILLEPERTUIS,METHADONE,CONTRE-INDICATION
MILLEPERTUIS,MIDAZOLAM,A prendre en compte
MILLEPERTUIS,MIDOSTAURINE,CONTRE-INDICATION
MILLEPERTUIS,NEVIRAPINE,CONTRE-INDICATION
MILLEPERTUIS,NINTÉDANIB,Association DECONSEILLEE
MILLEPERTUIS,OLAPARIB,CONTRE-INDICATION
MILLEPERTUIS,OXYCODONE,Association DECONSEILLEE
MILLEPERTUIS,PACLITAXEL,CONTRE-INDICATION
MILLEPERTUIS,PROGESTATIFS CONTRACEPTIFS,CONTRE-INDICATION
MILLEPERTUIS,PROPAFENONE,Précaution d'emploi
MILLEPERTUIS,QUETIAPINE,Association DECONSEILLEE
MILLEPERTUIS,RÉGORAFÉNIB,Association DECONSEILLEE
MILLEPERTUIS,RILPIVIRINE,CONTRE-INDICATION
MILLEPERTUIS,ROLAPITANT,CONTRE-INDICATION
MILLEPERTUIS,SIMVASTATINE,Association DECONSEILLEE
MILLEPERTUIS,SOFOSBUVIR,CONTRE-INDICATION
MILLEPERTUIS,TAMOXIFENE,CONTRE-INDICATION
MILLEPERTUIS,TELITHROMYCINE,Association DECONSEILLEE
MILLEPERTUIS,"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",CONTRE-INDICATION
MILLEPERTUIS,TICAGRELOR,CONTRE-INDICATION
MILLEPERTUIS,ULIPRISTAL,Association DECONSEILLEE
MILLEPERTUIS,VELPATASVIR,CONTRE-INDICATION
MILLEPERTUIS,VERAPAMIL,CONTRE-INDICATION
MILLEPERTUIS,VINCA-ALCALOÏDES CYTOTOXIQUES,CONTRE-INDICATION
MILLEPERTUIS,VISMODÉGIB,CONTRE-INDICATION
MILLEPERTUIS,VORICONAZOLE,CONTRE-INDICATION
MINÉRALOCORTICOÏDES,ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES,Précaution d'emploi
MINÉRALOCORTICOÏDES,RIFAMPICINE,Précaution d'emploi
MIRABÉGRON,FLECAINIDE,Précaution d'emploi
MIRABÉGRON,METOPROLOL,Précaution d'emploi
MIRABÉGRON,PROPAFENONE,Précaution d'emploi
MITOMYCINE C,VINCA-ALCALOÏDES CYTOTOXIQUES,A prendre en compte
MITOTANE,DASABUVIR,CONTRE-INDICATION
MITOTANE,SPIRONOLACTONE,CONTRE-INDICATION
MOCLOBEMIDE,CIMETIDINE,Précaution d'emploi
MODAFINIL,CICLOSPORINE,Association DECONSEILLEE
MODAFINIL,ESTROPROGESTATIFS CONTRACEPTIFS,Association DECONSEILLEE
MONTELUKAST,ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES,Précaution d'emploi
MONTELUKAST,RIFAMPICINE,Précaution d'emploi
MORPHINE,RIFAMPICINE,Précaution d'emploi
MORPHINIQUES,BARBITURIQUES,A prendre en compte
MORPHINIQUES,BENZODIAZÉPINES ET APPARENTÉS,A prendre en compte
MORPHINIQUES,MÉDICAMENTS ATROPINIQUES,A prendre en compte
MORPHINIQUES,OXYBATE DE SODIUM,CONTRE-INDICATION
MORPHINIQUES AGONISTES-ANTAGONISTES,ANALGÉSIQUES MORPHINIQUES DE PALIER II,Association DECONSEILLEE
MORPHINIQUES AGONISTES-ANTAGONISTES,ANALGÉSIQUES MORPHINIQUES DE PALIER III,CONTRE-INDICATION
MORPHINIQUES AGONISTES-ANTAGONISTES,ANTITUSSIFS MORPHINIQUES VRAIS,Association DECONSEILLEE
MORPHINIQUES AGONISTES-ANTAGONISTES,METHADONE,CONTRE-INDICATION
MORPHINIQUES AGONISTES-ANTAGONISTES,MORPHINIQUES ANTAGONISTES PARTIELS,CONTRE-INDICATION
MORPHINIQUES ANTAGONISTES PARTIELS,ANALGÉSIQUES MORPHINIQUES DE PALIER II,Association DECONSEILLEE
MORPHINIQUES ANTAGONISTES PARTIELS,ANALGÉSIQUES MORPHINIQUES DE PALIER III,CONTRE-INDICATION
MORPHINIQUES ANTAGONISTES PARTIELS,MORPHINIQUES AGONISTES-ANTAGONISTES,CONTRE-INDICATION
MORPHINIQUES ANTAGONISTES PARTIELS,MORPHINIQUES EN TRAITEMENT DE SUBSTITUTION,CONTRE-INDICATION
MORPHINIQUES EN TRAITEMENT DE SUBSTITUTION,MORPHINIQUES ANTAGONISTES PARTIELS,CONTRE-INDICATION
MYCOPHENOLATE MOFETIL,ANTISÉCRÉTOIRES INHIBITEURS DE LA POMPE À PROTONS,A prendre en compte
MYCOPHENOLATE MOFETIL,FLUOROQUINOLONES,A prendre en compte
MYCOPHENOLATE MOFETIL,PÉNICILLINES A,A prendre en compte
MYCOPHENOLATE MOFETIL,VACCINS VIVANTS ATTÉNUÉS,CONTRE-INDICATION
MYCOPHENOLATE SODIQUE,VACCINS VIVANTS ATTÉNUÉS,CONTRE-INDICATION
NALOXEGOL,DILTIAZEM,Précaution d'emploi
NALOXEGOL,INDUCTEURS ENZYMATIQUES,Association DECONSEILLEE
NALOXEGOL,INHIBITEURS PUISSANTS DU CYP3A4,CONTRE-INDICATION
NALOXEGOL,PAMPLEMOUSSE (JUS ET FRUIT),Association DECONSEILLEE
NALOXEGOL,VERAPAMIL,Précaution d'emploi
NEBIVOLOL,FLUOXETINE,Précaution d'emploi
NEBIVOLOL,PAROXETINE,Précaution d'emploi
NEUROLEPTIQUES,BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,A prendre en compte
NEUROLEPTIQUES,LITHIUM,Précaution d'emploi
NEUROLEPTIQUES,ORLISTAT,A prendre en compte
NEUROLEPTIQUES ANTIÉMÉTIQUES,DOPAMINERGIQUES,CONTRE-INDICATION
NEUROLEPTIQUES ANTIÉMÉTIQUES,LEVODOPA,CONTRE-INDICATION
NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE),ANTIPARKINSONIENS DOPAMINERGIQUES,Association DECONSEILLEE
NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE),ARIPIPRAZOLE,A prendre en compte
NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE),"DOPAMINERGIQUES, HORS PARKINSON",CONTRE-INDICATION
NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE),LEVODOPA,Association DECONSEILLEE
NEUROLEPTIQUES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,CIASDEC
NEVIRAPINE,ANTIVITAMINES K,Précaution d'emploi
NEVIRAPINE,ATAZANAVIR,Association DECONSEILLEE
NEVIRAPINE,FLUCONAZOLE,Précaution d'emploi
NEVIRAPINE,FOSAMPRENAVIR,Précaution d'emploi
NEVIRAPINE,KETOCONAZOLE,CONTRE-INDICATION
NEVIRAPINE,MILLEPERTUIS,CONTRE-INDICATION
NEVIRAPINE,RIFAMPICINE,Association DECONSEILLEE
NEVIRAPINE,VORICONAZOLE,Association DECONSEILLEE
NICARDIPINE,IMMUNOSUPPRESSEURS,Précaution d'emploi
NICORANDIL,ACIDE ACETYLSALICYLIQUE,Association DECONSEILLEE
NICORANDIL,ANTI-INFLAMMATOIRES NON STÉROÏDIENS,Association DECONSEILLEE
NIFEDIPINE,CICLOSPORINE,Association DECONSEILLEE
NIFEDIPINE,CIMETIDINE,Précaution d'emploi
NIFEDIPINE,DILTIAZEM,CONTRE-INDICATION
NIMODIPINE,ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES,Association DECONSEILLEE
NIMODIPINE,RIFAMPICINE,Association DECONSEILLEE
NIMODIPINE,"VALPROÏQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE",A prendre en compte
NINTÉDANIB,AMIODARONE,Précaution d'emploi
NINTÉDANIB,CARBAMAZEPINE,Précaution d'emploi
NINTÉDANIB,CICLOSPORINE,Précaution d'emploi
NINTÉDANIB,ERYTHROMYCINE,Précaution d'emploi
NINTÉDANIB,INHIBITEURS DE PROTÉASES BOOSTÉS PAR RITONAVIR,Précaution d'emploi
NINTÉDANIB,ITRACONAZOLE,Précaution d'emploi
NINTÉDANIB,KETOCONAZOLE,Précaution d'emploi
NINTÉDANIB,MILLEPERTUIS,Association DECONSEILLEE
NINTÉDANIB,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",Précaution d'emploi
NINTÉDANIB,RIFAMPICINE,Précaution d'emploi
NINTÉDANIB,VERAPAMIL,Précaution d'emploi
NORFLOXACINE,CAFEINE,A prendre en compte
NORFLOXACINE,SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,Précaution d'emploi
NORFLOXACINE,"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",Précaution d'emploi
NORTRIPTYLINE,BUPROPION,Précaution d'emploi
NOSCAPINE,ANTIVITAMINES K,Association DECONSEILLEE
OLANZAPINE,CARBAMAZEPINE,Précaution d'emploi
OLANZAPINE,FLUVOXAMINE,Précaution d'emploi
OLAPARIB,AMIODARONE,Association DECONSEILLEE
OLAPARIB,APALUTAMIDE,Association DECONSEILLEE
OLAPARIB,CYTOTOXIQUES,Association DECONSEILLEE
OLAPARIB,DILTIAZEM,Association DECONSEILLEE
OLAPARIB,FLUCONAZOLE,Association DECONSEILLEE
OLAPARIB,INDUCTEURS ENZYMATIQUES,Association DECONSEILLEE
OLAPARIB,INHIBITEURS PUISSANTS DU CYP3A4,Association DECONSEILLEE
OLAPARIB,MILLEPERTUIS,CONTRE-INDICATION
OLAPARIB,PAMPLEMOUSSE (JUS ET FRUIT),Association DECONSEILLEE
OLAPARIB,VERAPAMIL,Association DECONSEILLEE
OMBITASVIR + PARITAPRÉVIR,ACIDE FUSIDIQUE,CONTRE-INDICATION
OMBITASVIR + PARITAPRÉVIR,ALCALOÏDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS,CONTRE-INDICATION
OMBITASVIR + PARITAPRÉVIR,ALFUZOSINE,CONTRE-INDICATION
OMBITASVIR + PARITAPRÉVIR,AMIODARONE,CONTRE-INDICATION
OMBITASVIR + PARITAPRÉVIR,ATORVASTATINE,CONTRE-INDICATION
OMBITASVIR + PARITAPRÉVIR,COLCHICINE,CIASDEC
OMBITASVIR + PARITAPRÉVIR,DISOPYRAMIDE,CONTRE-INDICATION
OMBITASVIR + PARITAPRÉVIR,ETHINYLESTRADIOL,CONTRE-INDICATION
OMBITASVIR + PARITAPRÉVIR,EVEROLIMUS,Association DECONSEILLEE
OMBITASVIR + PARITAPRÉVIR,INDUCTEURS ENZYMATIQUES,CONTRE-INDICATION
OMBITASVIR + PARITAPRÉVIR,INHIBITEURS PUISSANTS DU CYP3A4,CONTRE-INDICATION
OMBITASVIR + PARITAPRÉVIR,MIDAZOLAM,CONTRE-INDICATION
OMBITASVIR + PARITAPRÉVIR,PIMOZIDE,CONTRE-INDICATION
OMBITASVIR + PARITAPRÉVIR,QUETIAPINE,CONTRE-INDICATION
OMBITASVIR + PARITAPRÉVIR,QUINIDINE,CONTRE-INDICATION
OMBITASVIR + PARITAPRÉVIR,SALMETEROL,CONTRE-INDICATION
OMBITASVIR + PARITAPRÉVIR,SILDENAFIL,CONTRE-INDICATION
OMBITASVIR + PARITAPRÉVIR,SIMVASTATINE,CONTRE-INDICATION
OMBITASVIR + PARITAPRÉVIR,SIROLIMUS,Association DECONSEILLEE
OMBITASVIR + PARITAPRÉVIR,TACROLIMUS,Association DECONSEILLEE
OMBITASVIR + PARITAPRÉVIR,TICAGRELOR,CONTRE-INDICATION
OMEPRAZOLE,APALUTAMIDE,Association DECONSEILLEE
OMEPRAZOLE,DIGOXINE,Précaution d'emploi
OMEPRAZOLE,TACROLIMUS,Précaution d'emploi
ONDANSETRON,APOMORPHINE,CONTRE-INDICATION
ONDANSETRON,SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,Précaution d'emploi
ONDANSETRON,TRAMADOL,A prendre en compte
OR,INHIBITEURS DE L'ENZYME DE CONVERSION,A prendre en compte
ORGANOPLATINES,AMINOSIDES,A prendre en compte
ORGANOPLATINES,DIURÉTIQUES DE L'ANSE,A prendre en compte
ORLISTAT,AMIODARONE,Précaution d'emploi
ORLISTAT,ANTIDÉPRESSEURS IMIPRAMINIQUES,A prendre en compte
ORLISTAT,ANTIVITAMINES K,Précaution d'emploi
ORLISTAT,CICLOSPORINE,Association DECONSEILLEE
ORLISTAT,HORMONES THYROÏDIENNES,A prendre en compte
ORLISTAT,INHIBITEURS SÉLECTIFS DE LA RECAPTURE DE LA SÉROTONINE,A prendre en compte
ORLISTAT,LITHIUM,A prendre en compte
ORLISTAT,MÉDICAMENTS MIXTES ADRÉNERGIQUES-SÉROTONINERGIQUES,A prendre en compte
ORLISTAT,NEUROLEPTIQUES,A prendre en compte
ORLISTAT,VITAMINE D,A prendre en compte
ORNIDAZOLE,"FLUOROURACILE (ET, PAR EXTRAPOLATION, AUTRES FLUOROPYRIMIDINES)",A prendre en compte
OXCARBAZEPINE,ESTROGÈNES NON CONTRACEPTIFS,Précaution d'emploi
OXCARBAZEPINE,LAMOTRIGINE,Précaution d'emploi
OXCARBAZEPINE,PÉRAMPANEL,A prendre en compte
OXCARBAZEPINE,TOPIRAMATE,Précaution d'emploi
OXCARBAZEPINE,VELPATASVIR,Association DECONSEILLEE
OXPRENOLOL,ERGOTAMINE,Précaution d'emploi
OXYBATE DE SODIUM,BARBITURIQUES,CONTRE-INDICATION
OXYBATE DE SODIUM,MORPHINIQUES,CONTRE-INDICATION
